source,id,name,date,latitude,longitude,altitude_m,mass_g,diameter_m,velocity_km_s,miss_distance_km,recclass,orbital_inclination_deg,eccentricity,epoch,x,y,z,vx,vy,vz,energy,impact_e
neo,2031662,31662 (1999 HP11),1900-11-15,N/A,N/A,N/A,N/A,531.548,26.5003798622,50886203.229395348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2031669,31669 (1999 JT6),1921-03-02,N/A,N/A,N/A,N/A,2603.410,12.4363463011,26204052.183993622,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2032906,32906 (1994 RH),1920-12-21,N/A,N/A,N/A,N/A,2664.052,5.7766358952,68783409.392160076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2033342,33342 (1998 WT24),1905-07-17,N/A,N/A,N/A,N/A,1070.391,25.3893164003,9529364.8712769,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2034613,34613 (2000 UR13),1937-08-24,N/A,N/A,N/A,N/A,2603.410,9.0484508321,4404233.129697174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2035107,35107 (1991 VH),1905-07-30,N/A,N/A,N/A,N/A,1817.785,9.0199096586,15268885.191487206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2035396,35396 (1997 XF11),1907-05-19,N/A,N/A,N/A,N/A,1704.287,9.1731694317,14803973.323541713,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2035432,35432 (1998 BG9),1986-01-14,N/A,N/A,N/A,N/A,569.564,11.4325078115,69157190.261884272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2035670,35670 (1998 SU27),1903-01-07,N/A,N/A,N/A,N/A,524.255,11.1457678595,13939008.537057938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2036017,36017 (1999 ND43),1905-09-13,N/A,N/A,N/A,N/A,596.407,7.4632840743,20035522.676809325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2036183,36183 (1999 TX16),1910-11-14,N/A,N/A,N/A,N/A,2363.429,21.4027557294,20535816.340902767,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2036236,36236 (1999 VV),N/A,N/A,N/A,N/A,N/A,2776.787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2036284,36284 (2000 DM8),1908-07-29,N/A,N/A,N/A,N/A,4222.237,33.74361406,2649242.308195957,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2037336,37336 (2001 RM),1913-10-25,N/A,N/A,N/A,N/A,3002.912,20.6526921672,51471475.036035496,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2037638,37638 (1993 VB),1906-12-03,N/A,N/A,N/A,N/A,599.160,9.6121381216,12516468.343987945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2037655,37655 Illapa (1994 PM),1903-01-24,N/A,N/A,N/A,N/A,1157.558,33.734189481,15910810.594123787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2038071,38071 (1999 GU3),1904-06-26,N/A,N/A,N/A,N/A,524.255,3.5483468157,272449444.500639229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2038086,38086 Beowulf (1999 JB),1904-12-05,N/A,N/A,N/A,N/A,1457.279,21.2666972855,61449393.203294028,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2038091,38091 (1999 JT3),N/A,N/A,N/A,N/A,N/A,2363.429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2038239,38239 (1999 OR3),1905-03-20,N/A,N/A,N/A,N/A,927.989,3.4425129287,268927065.412873729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2039565,39565 (1992 SL),1931-09-05,N/A,N/A,N/A,N/A,874.063,6.1867265879,23243075.410806171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2039572,39572 (1993 DQ1),1909-07-16,N/A,N/A,N/A,N/A,2096.731,8.3452143134,12551178.490578955,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2039796,39796 (1997 TD),N/A,N/A,N/A,N/A,N/A,3144.435,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2040263,40263 (1999 FQ5),2004-09-20,N/A,N/A,N/A,N/A,1206.542,10.2259341316,10054613.090703125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2040267,40267 (1999 GJ4),1941-02-08,N/A,N/A,N/A,N/A,3353.842,34.1157232518,29728121.054499707,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2040329,40329 (1999 ML),1900-08-30,N/A,N/A,N/A,N/A,1234.646,2.7571939055,58418670.522200715,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2041429,41429 (2000 GE2),1921-12-26,N/A,N/A,N/A,N/A,317.353,14.3123435591,12728919.699229297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2041440,41440 (2000 HZ23),1905-04-28,N/A,N/A,N/A,N/A,454.509,7.1375527973,69148730.906250021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2042286,42286 (2001 TN41),1909-02-04,N/A,N/A,N/A,N/A,2030.218,16.7244417007,70989834.121348284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2048603,48603 (1995 BC2),1901-10-09,N/A,N/A,N/A,N/A,1173.661,13.0304946636,55861580.89087922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052340,52340 (1992 SY),1901-02-19,N/A,N/A,N/A,N/A,1036.436,9.1231529515,15306171.039404941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052381,52381 (1993 HA),1908-11-03,N/A,N/A,N/A,N/A,418.353,3.6392019115,25403645.999273459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052387,52387 Huitzilopochtli (1993 OM7),1942-01-18,N/A,N/A,N/A,N/A,1212.112,13.0838250676,9311030.534918437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052689,52689 (1998 FF2),1926-08-16,N/A,N/A,N/A,N/A,642.011,6.7294637782,13026588.059936384,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052750,52750 (1998 KK17),1901-01-29,N/A,N/A,N/A,N/A,1993.162,15.5581045174,45153199.182965224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052760,52760 (1998 ML14),1904-09-17,N/A,N/A,N/A,N/A,1347.543,10.2062856354,13958599.126123788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052761,52761 (1998 MN14),1903-06-07,N/A,N/A,N/A,N/A,1100.380,10.0773276502,29095801.974366667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052762,52762 (1998 MT24),2028-02-09,N/A,N/A,N/A,N/A,4693.995,22.0598053765,24429189.978224565,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2052768,52768 (1998 OR2),1904-06-30,N/A,N/A,N/A,N/A,2688.702,3.8832322985,184008866.792515877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053110,53110 (1999 AR7),N/A,N/A,N/A,N/A,N/A,1947.792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053319,53319 (1999 JM8),1907-11-18,N/A,N/A,N/A,N/A,3660.519,8.1485075698,274440099.135598857,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053409,53409 (1999 LU7),1923-06-09,N/A,N/A,N/A,N/A,771.867,12.7691094848,16076193.148738754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053426,53426 (1999 SL5),1951-09-19,N/A,N/A,N/A,N/A,1568.710,20.806984947,73978660.348170462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053429,53429 (1999 TF5),1979-03-31,N/A,N/A,N/A,N/A,713.744,24.7876877014,17139639.527207754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053430,53430 (1999 TY16),N/A,N/A,N/A,N/A,N/A,2002.362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053435,53435 Leonard (1999 VM40),1994-06-16,N/A,N/A,N/A,N/A,4870.153,3.2014202376,298796183.058239916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053550,53550 (2000 BF19),1905-09-09,N/A,N/A,N/A,N/A,663.044,16.0942781433,27835022.212444053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2053789,53789 (2000 ED104),1901-09-23,N/A,N/A,N/A,N/A,1457.279,24.4526990764,40406190.673522397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054071,54071 (2000 GQ146),1905-05-04,N/A,N/A,N/A,N/A,1404.568,12.5553014078,70410161.49370607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054401,54401 (2000 LM),1924-03-20,N/A,N/A,N/A,N/A,1540.078,9.6914782479,11073825.907217128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054509,54509 YORP (2000 PH5),1900-12-14,N/A,N/A,N/A,N/A,126.341,14.9504848724,39081284.991755572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054660,54660 (2000 UJ1),1939-11-10,N/A,N/A,N/A,N/A,1120.837,25.9003789546,27235889.026204593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054686,54686 (2001 DU8),1963-04-16,N/A,N/A,N/A,N/A,2049.003,15.9824989722,8718322.008723571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054690,54690 (2001 EB),1924-04-10,N/A,N/A,N/A,N/A,1360.012,18.1072874811,62766280.932901824,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2054789,54789 (2001 MZ7),N/A,N/A,N/A,N/A,N/A,4145.173,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2055408,55408 (2001 TC2),1911-09-02,N/A,N/A,N/A,N/A,723.673,13.946911577,9858874.181187119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2055532,55532 (2001 WG2),1915-11-12,N/A,N/A,N/A,N/A,2555.893,30.0419212271,13727897.234656685,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065674,65674 (1988 SM),1900-08-26,N/A,N/A,N/A,N/A,953.987,5.9504640841,28765999.198314869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065679,65679 (1989 UQ),1900-11-17,N/A,N/A,N/A,N/A,514.686,9.5287954543,10585367.349493422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065690,65690 (1991 DG),1904-05-01,N/A,N/A,N/A,N/A,663.044,7.8108505018,25788000.685805847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065706,65706 (1992 NA),1903-09-10,N/A,N/A,N/A,N/A,2087.097,8.6145263874,10263506.021249935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065717,65717 (1993 BX3),1903-12-07,N/A,N/A,N/A,N/A,288.100,5.9506765638,14795990.766238726,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065733,65733 (1993 PC),1901-05-26,N/A,N/A,N/A,N/A,911.051,11.7827578362,16953928.985706133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065803,65803 Didymos (1996 GT),1901-02-04,N/A,N/A,N/A,N/A,1026.934,8.9783810123,7802131.096806111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065909,65909 (1998 FH12),1908-06-21,N/A,N/A,N/A,N/A,593.667,21.1930311324,21674502.444495722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2065996,65996 (1998 MX5),1920-03-13,N/A,N/A,N/A,N/A,862.070,6.0654869054,214521447.467265653,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066008,66008 (1998 QH2),1916-03-07,N/A,N/A,N/A,N/A,2802.481,34.1648967139,11652389.117055422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066063,66063 (1998 RO1),1900-06-26,N/A,N/A,N/A,N/A,1008.191,19.2133347063,60336449.287819406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066146,66146 (1998 TU3),1900-10-10,N/A,N/A,N/A,N/A,5774.875,24.5642732855,14347367.398614786,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066251,66251 (1999 GJ2),N/A,N/A,N/A,N/A,N/A,1720.056,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066253,66253 (1999 GT3),1900-06-27,N/A,N/A,N/A,N/A,898.551,36.4755875123,51661380.720685953,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066272,66272 (1999 JW6),1997-08-09,N/A,N/A,N/A,N/A,1547.186,20.6940983354,7630653.521053095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066391,66391 Moshup (1999 KW4),1912-05-30,N/A,N/A,N/A,N/A,2020.890,19.6675471114,24380872.499137077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066400,66400 (1999 LT7),1900-04-08,N/A,N/A,N/A,N/A,601.925,15.7714902857,20974469.848239279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066407,66407 (1999 LQ28),1923-12-25,N/A,N/A,N/A,N/A,733.741,11.4214545775,24646218.729092177,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2066959,66959 (1999 XO35),1902-08-24,N/A,N/A,N/A,N/A,1760.121,14.9790008222,74115986.854492232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2067367,67367 (2000 LY27),1901-04-21,N/A,N/A,N/A,N/A,1650.223,6.9799759257,69434088.484240133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2067381,67381 (2000 OL8),1900-02-16,N/A,N/A,N/A,N/A,471.566,12.8124240915,47308824.454804774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2067399,67399 (2000 PJ6),1911-06-08,N/A,N/A,N/A,N/A,894.422,11.7364516433,7761285.717169596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068031,68031 (2000 YK29),N/A,N/A,N/A,N/A,N/A,1017.519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068063,68063 (2000 YJ66),1907-10-12,N/A,N/A,N/A,N/A,3323.094,1.711780866,69358954.135855806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068216,68216 (2001 CV26),1915-10-03,N/A,N/A,N/A,N/A,2087.097,13.4735400836,11641190.444904027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068267,68267 (2001 EA16),1912-10-04,N/A,N/A,N/A,N/A,1720.056,24.1700405789,11176669.820267945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068278,68278 (2001 FC7),1963-01-31,N/A,N/A,N/A,N/A,870.047,0.7854187445,9932744.741725473,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068346,68346 (2001 KZ66),1903-11-07,N/A,N/A,N/A,N/A,1776.408,13.4109408579,5545766.080756229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068347,68347 (2001 KB67),1900-01-05,N/A,N/A,N/A,N/A,446.213,15.9034657895,59917633.250913605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068348,68348 (2001 LO7),1904-04-02,N/A,N/A,N/A,N/A,6019.253,38.2167758341,10239687.42238321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068350,68350 (2001 MK3),N/A,N/A,N/A,N/A,N/A,2544.149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068359,68359 (2001 OZ13),N/A,N/A,N/A,N/A,N/A,1046.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068372,68372 (2001 PM9),1900-06-21,N/A,N/A,N/A,N/A,697.497,13.5784416665,24197574.776801325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068548,68548 (2001 XR31),1916-07-16,N/A,N/A,N/A,N/A,2096.731,15.7360918671,13312109.492473507,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2068950,68950 (2002 QF15),1906-05-12,N/A,N/A,N/A,N/A,2267.476,13.2931500304,28346813.071238475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2069230,69230 Hermes (1937 UB),1900-05-08,N/A,N/A,N/A,N/A,1251.822,20.534881008,14778651.430639145,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085182,85182 (1991 AQ),1905-05-01,N/A,N/A,N/A,N/A,1612.659,16.6932749093,7664223.836593214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085184,85184 (1991 JG1),1933-05-06,N/A,N/A,N/A,N/A,894.422,17.9602381334,26673193.587638264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085236,85236 (1993 KH),1904-06-08,N/A,N/A,N/A,N/A,764.791,15.2553447242,33569316.764899732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085275,85275 (1994 LY),2007-08-29,N/A,N/A,N/A,N/A,2165.422,10.9620748634,22679138.160320972,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085490,85490 (1997 SE5),1909-02-11,N/A,N/A,N/A,N/A,4715.661,6.0569184042,85423585.074659278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085585,85585 Mjolnir (1998 FG2),1918-03-24,N/A,N/A,N/A,N/A,202.089,18.5734747752,47558977.106208638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085628,85628 (1998 KV2),2029-12-15,N/A,N/A,N/A,N/A,1505.021,10.0955096389,28589046.938911333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085640,85640 (1998 OX4),1934-08-04,N/A,N/A,N/A,N/A,254.415,6.3605213925,17235782.712304679,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085709,85709 (1998 SG36),N/A,N/A,N/A,N/A,N/A,2815.416,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085713,85713 (1998 SS49),1902-11-26,N/A,N/A,N/A,N/A,3016.773,17.8811499557,9872429.528423772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085770,85770 (1998 UP1),1900-02-25,N/A,N/A,N/A,N/A,308.704,27.8262648276,66059298.107241385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085774,85774 (1998 UT18),1902-01-12,N/A,N/A,N/A,N/A,653.947,8.2470713453,32572093.249538307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085804,85804 (1998 WQ5),N/A,N/A,N/A,N/A,N/A,3660.519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085818,85818 (1998 XM4),1914-05-15,N/A,N/A,N/A,N/A,3544.399,32.7952993076,14838920.74731433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085839,85839 (1998 YO4),N/A,N/A,N/A,N/A,N/A,2077.508,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085867,85867 (1999 BY9),1900-02-26,N/A,N/A,N/A,N/A,940.898,0.7472333229,52535327.827037925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085938,85938 (1999 DJ4),1931-02-20,N/A,N/A,N/A,N/A,771.867,23.36149892,72830834.188715182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085953,85953 (1999 FK21),1901-02-15,N/A,N/A,N/A,N/A,1036.436,20.5721149912,19389323.113428974,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085989,85989 (1999 JD6),1903-07-24,N/A,N/A,N/A,N/A,1657.840,20.3382564611,7772485.586103951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2085990,85990 (1999 JV6),1907-06-14,N/A,N/A,N/A,N/A,379.789,6.9049140031,5090804.520656555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086039,86039 (1999 NC43),1937-02-05,N/A,N/A,N/A,N/A,2776.787,10.5881171562,9302987.510156396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086067,86067 (1999 RM28),N/A,N/A,N/A,N/A,N/A,2205.681,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086324,86324 (1999 WA2),2184-01-14,N/A,N/A,N/A,N/A,2934.557,17.2931443944,11459548.785948962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086326,86326 (1999 WK13),N/A,N/A,N/A,N/A,N/A,1457.279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086450,86450 (2000 CK33),1900-01-05,N/A,N/A,N/A,N/A,882.150,16.8068682769,22468547.338829023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086666,86666 (2000 FL10),1969-10-09,N/A,N/A,N/A,N/A,1809.433,16.3488506018,24662882.316153181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086667,86667 (2000 FO10),1902-04-03,N/A,N/A,N/A,N/A,1335.189,14.5042000038,54867303.63076851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086819,86819 (2000 GK137),1921-08-30,N/A,N/A,N/A,N/A,1372.596,9.6432343928,4526817.663517664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086829,86829 (2000 GR146),1904-07-04,N/A,N/A,N/A,N/A,2961.711,14.0004625866,16223831.70551579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2086878,86878 (2000 HD24),1906-10-26,N/A,N/A,N/A,N/A,1269.237,21.6946528836,17624857.555710668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2087024,87024 (2000 JS66),1915-05-24,N/A,N/A,N/A,N/A,771.867,9.1865908921,14401873.337669925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2087025,87025 (2000 JT66),1925-06-12,N/A,N/A,N/A,N/A,1017.519,19.101416669,16687262.644307005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2087309,87309 (2000 QP),N/A,N/A,N/A,N/A,N/A,1304.796,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2087311,87311 (2000 QJ1),1905-11-24,N/A,N/A,N/A,N/A,2155.473,10.3818362278,13174569.883985922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2087684,87684 (2000 SY2),1910-07-29,N/A,N/A,N/A,N/A,2751.330,37.6435518585,5911542.521968844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2088188,88188 (2000 XH44),N/A,N/A,N/A,N/A,N/A,2615.427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
