source,id,name,date,latitude,longitude,altitude_m,mass_g,diameter_m,velocity_km_s,miss_distance_km,recclass,orbital_inclination_deg,eccentricity,epoch,x,y,z,vx,vy,vz,energy,impact_e
neo,2006456,6456 Golombek (1992 OM),1901-08-13,N/A,N/A,N/A,N/A,2639.627,4.3055698164,64732081.018704764,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2006489,6489 Golevka (1991 JX),1926-08-01,N/A,N/A,N/A,N/A,615.946,11.7428781705,12929666.158086961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2006491,6491 (1991 OA),1906-06-20,N/A,N/A,N/A,N/A,775.430,5.9681897767,21995931.584492779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2006569,6569 Ondaatje (1993 MO),1906-07-23,N/A,N/A,N/A,N/A,2030.218,11.8109884869,67373996.965694702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2006611,6611 (1993 VW),1918-12-22,N/A,N/A,N/A,N/A,1860.127,13.3667166532,19339111.740267073,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007025,7025 (1993 QA),1900-12-04,N/A,N/A,N/A,N/A,1041.220,14.1747874596,62034342.865880918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007088,7088 Ishtar (1992 AA),1900-01-01,N/A,N/A,N/A,N/A,1843.073,4.7812323228,35509713.606478398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007092,7092 Cadmus (1992 LC),1923-12-13,N/A,N/A,N/A,N/A,4069.515,21.6104270775,19256880.334291863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007236,7236 (1987 PA),1906-07-23,N/A,N/A,N/A,N/A,932.272,10.6587108563,26499860.609342786,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007335,7335 (1989 JA),1916-05-20,N/A,N/A,N/A,N/A,1240.345,14.939017208,9668051.52143271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007336,7336 Saunders (1989 RS1),1968-09-15,N/A,N/A,N/A,N/A,747.382,5.4138308985,29293055.816632802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007341,7341 (1991 VK),1961-11-19,N/A,N/A,N/A,N/A,1743.984,12.8332105374,19205793.738791527,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007350,7350 (1993 VA),1900-11-03,N/A,N/A,N/A,N/A,1590.533,5.5216064314,20604719.967921168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007358,7358 Oze (1995 YA3),1972-09-15,N/A,N/A,N/A,N/A,4892.633,5.2769368921,18502379.467723947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007474,7474 (1992 TC),1945-09-26,N/A,N/A,N/A,N/A,1026.934,2.544989556,25755122.215535117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007480,7480 Norwan (1994 PC),1901-01-21,N/A,N/A,N/A,N/A,1533.002,8.4548434115,13483503.966609738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007482,7482 (1994 PC1),1922-01-21,N/A,N/A,N/A,N/A,2077.508,18.9710507521,12398827.989851381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007753,7753 (1988 XB),1901-06-22,N/A,N/A,N/A,N/A,1075.332,15.7624761233,12475400.587117675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007822,7822 (1991 CS),1915-09-02,N/A,N/A,N/A,N/A,1464.005,19.0319360269,14008925.001495387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007839,7839 (1994 ND),1927-07-22,N/A,N/A,N/A,N/A,1168.268,14.7878635837,45954603.350035944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007888,7888 (1993 UC),1906-03-28,N/A,N/A,N/A,N/A,3940.421,23.0106172495,25081782.606579366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007889,7889 (1994 LX),1900-03-23,N/A,N/A,N/A,N/A,3850.726,22.0901185445,18765853.749612163,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2007977,7977 (1977 QQ5),1994-03-14,N/A,N/A,N/A,N/A,4013.679,13.9752161632,11462293.906863462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008013,8013 Gordonmoore (1990 KA),1930-02-06,N/A,N/A,N/A,N/A,1642.641,1.3911995385,293254206.515927592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008014,8014 (1990 MF),1900-09-27,N/A,N/A,N/A,N/A,720.348,9.9874150956,6682779.246328761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008034,8034 Akka (1992 LR),1940-08-14,N/A,N/A,N/A,N/A,1070.391,7.8192222283,23369938.338990152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008035,8035 (1992 TB),1923-09-22,N/A,N/A,N/A,N/A,1620.103,21.0998062386,6194870.954450276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008037,8037 (1993 HO1),1942-11-12,N/A,N/A,N/A,N/A,2030.218,10.7474151581,11612268.045426086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008176,8176 (1991 WA),1916-06-12,N/A,N/A,N/A,N/A,1704.287,28.642095618,6453389.507699002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008201,8201 (1994 AH2),1904-01-26,N/A,N/A,N/A,N/A,2789.604,15.6511727908,11059359.344394518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008507,8507 (1991 CB1),1908-08-09,N/A,N/A,N/A,N/A,1554.328,18.9174153966,20976082.991991063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008566,8566 (1996 EN),1911-09-08,N/A,N/A,N/A,N/A,2185.459,23.2381012084,3837113.752999631,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008567,8567 (1996 HW1),1967-09-16,N/A,N/A,N/A,N/A,3643.700,6.2721083904,18277980.897469081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2008709,8709 Kadlu (1994 JF1),1901-06-22,N/A,N/A,N/A,N/A,1657.840,3.6980979694,40912108.903372312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009058,9058 (1992 JB),1924-04-20,N/A,N/A,N/A,N/A,1179.078,11.4224768815,14499313.970133573,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009162,9162 Kwiila (1987 OA),1901-08-10,N/A,N/A,N/A,N/A,1075.332,20.5010944504,19593715.003102372,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009172,9172 Abhramu (1989 OB),1918-09-04,N/A,N/A,N/A,N/A,2020.890,5.3696711979,71663715.110035778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009202,9202 (1993 PB),1928-07-21,N/A,N/A,N/A,N/A,2591.449,32.8900006323,16633120.796547872,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009400,9400 (1994 TW1),1932-04-26,N/A,N/A,N/A,N/A,4629.591,19.8896822473,13046609.580626556,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009856,9856 (1991 EE),1900-08-28,N/A,N/A,N/A,N/A,1627.581,14.0445450041,9138963.378999964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2009950,9950 ESA (1990 VB),1971-08-20,N/A,N/A,N/A,N/A,2463.444,12.3451312496,66953853.382330734,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010115,10115 (1992 SK),1928-07-27,N/A,N/A,N/A,N/A,1635.094,8.7023098998,7517055.795036902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010145,10145 (1994 CK1),1904-05-01,N/A,N/A,N/A,N/A,1712.153,11.0138562074,11150117.529763988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010150,10150 (1994 PN),N/A,N/A,N/A,N/A,N/A,3495.768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010165,10165 (1995 BL2),1914-09-12,N/A,N/A,N/A,N/A,1450.583,21.6037325423,17620265.409734426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010302,10302 (1989 ML),1900-07-04,N/A,N/A,N/A,N/A,554.042,2.5103122469,12793665.328249983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010563,10563 Izhdubar (1993 WD),1900-05-06,N/A,N/A,N/A,N/A,1760.121,34.9288562095,44011497.365830513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010636,10636 (1998 QK56),1911-02-17,N/A,N/A,N/A,N/A,1240.345,11.6108281251,18147211.325628559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2010860,10860 (1995 LE),1916-10-27,N/A,N/A,N/A,N/A,1696.456,9.375190993,11188312.79809324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011054,11054 (1991 FA),1937-11-26,N/A,N/A,N/A,N/A,1657.840,4.4935722871,20153895.432197835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011066,11066 Sigurd (1992 CC1),1917-09-16,N/A,N/A,N/A,N/A,3976.881,22.0499427692,21553474.38675386,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011284,11284 Belenus (1990 BA),1914-09-05,N/A,N/A,N/A,N/A,962.814,9.0512730321,14302316.553576405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011311,11311 Peleus (1993 XN2),1919-11-12,N/A,N/A,N/A,N/A,3058.740,15.8031323139,19119177.783804274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011398,11398 (1998 YP11),1929-03-16,N/A,N/A,N/A,N/A,2277.942,10.1063996832,29870182.408205912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011405,11405 (1999 CV3),1909-08-03,N/A,N/A,N/A,N/A,3886.356,15.7068125774,18442573.96428491,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011500,11500 Tomaiyowit (1989 UR),1906-11-28,N/A,N/A,N/A,N/A,915.256,9.5044631975,13961667.258759192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2011885,11885 Summanus (1990 SS),1900-02-20,N/A,N/A,N/A,N/A,850.242,10.7171509363,39801430.034287573,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2012538,12538 (1998 OH),1910-04-24,N/A,N/A,N/A,N/A,2764.029,14.827373388,16101185.058659676,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2012711,12711 Tukmit (1991 BB),1907-01-24,N/A,N/A,N/A,N/A,2664.052,19.2482734242,57617397.223346671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2012923,12923 Zephyr (1999 GK4),2032-09-22,N/A,N/A,N/A,N/A,2975.381,13.7914172391,27827973.863919642,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2013553,13553 Masaakikoyama (1992 JE),1911-08-09,N/A,N/A,N/A,N/A,2116.131,10.618377053,61229102.141755752,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2013651,13651 (1997 BR),1906-07-31,N/A,N/A,N/A,N/A,1136.430,14.3850577349,21090464.7903635,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2014402,14402 (1991 DB),1973-03-30,N/A,N/A,N/A,N/A,757.779,7.0166551516,23320076.635889589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2014827,14827 Hypnos (1986 JK),1919-07-01,N/A,N/A,N/A,N/A,743.948,7.1107542843,141189149.833912564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2015745,15745 Yuliya (1991 PM5),2063-10-20,N/A,N/A,N/A,N/A,1417.564,9.4293968749,12880962.43225892,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2015817,15817 Lucianotesi (1994 QC),1901-08-11,N/A,N/A,N/A,N/A,870.047,7.1220113985,37532547.895178625,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016064,16064 Davidharvey (1999 RH27),1900-08-18,N/A,N/A,N/A,N/A,1826.176,7.485612894,282807827.286217604,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016636,16636 (1993 QP),1972-09-24,N/A,N/A,N/A,N/A,754.297,3.7117652555,73207578.517445143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016657,16657 (1993 UB),N/A,N/A,N/A,N/A,N/A,2106.409,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016816,16816 (1997 UF9),1906-07-19,N/A,N/A,N/A,N/A,2440.859,22.1584178277,20930775.676364354,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016834,16834 (1997 WU22),1913-06-02,N/A,N/A,N/A,N/A,3044.687,13.3443188932,28767353.717268997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016912,16912 Rhiannon (1998 EP8),1911-07-25,N/A,N/A,N/A,N/A,1126.011,13.1915083092,8365932.617143859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2016960,16960 (1998 QS52),1902-10-08,N/A,N/A,N/A,N/A,5882.238,8.179923493,248012802.902912094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2017181,17181 (1999 UM3),1903-01-29,N/A,N/A,N/A,N/A,1903.455,5.4916446474,168438513.589061667,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2017182,17182 (1999 VU),1901-12-30,N/A,N/A,N/A,N/A,1605.250,13.345933285,29112446.21842308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2017188,17188 (1999 WC2),1914-06-10,N/A,N/A,N/A,N/A,2257.057,18.8317113876,25910753.966023697,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2017274,17274 (2000 LC16),1908-03-03,N/A,N/A,N/A,N/A,1817.785,4.166052576,211728115.228326717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2017511,17511 (1992 QN),1918-01-13,N/A,N/A,N/A,N/A,1477.551,15.0897573632,29732068.972208581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2018106,18106 Blume (2000 NX3),1904-08-28,N/A,N/A,N/A,N/A,1195.481,4.9980975259,33074858.285403936,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2018109,18109 (2000 NG11),1920-10-06,N/A,N/A,N/A,N/A,1568.710,2.1521333738,28809322.965863674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2018172,18172 (2000 QL7),1913-11-01,N/A,N/A,N/A,N/A,3129.988,5.5925507559,72586693.651309813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2018736,18736 (1998 NU),1921-06-08,N/A,N/A,N/A,N/A,2738.688,12.1568127187,6552328.751785162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2018882,18882 (1999 YN4),N/A,N/A,N/A,N/A,N/A,2532.460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2019356,19356 (1997 GH3),2001-02-14,N/A,N/A,N/A,N/A,1712.153,8.0929504879,21794151.718508942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2019764,19764 (2000 NF5),2001-12-06,N/A,N/A,N/A,N/A,2579.542,0.8431101638,296722733.482128788,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020086,20086 (1994 LW),1906-09-01,N/A,N/A,N/A,N/A,1984.004,7.6035228738,158928761.222938572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020236,20236 (1998 BZ7),1905-06-12,N/A,N/A,N/A,N/A,1240.345,11.3977422644,10181490.514920709,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020255,20255 (1998 FX2),1916-03-05,N/A,N/A,N/A,N/A,878.097,16.2280682405,61214850.625871267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020425,20425 (1998 VD35),1901-05-14,N/A,N/A,N/A,N/A,340.050,14.4362763022,11271381.323829396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020429,20429 (1998 YN1),1900-05-12,N/A,N/A,N/A,N/A,1223.327,10.0485050914,23764995.302021701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020460,20460 Robwhiteley (1999 LO28),2007-02-28,N/A,N/A,N/A,N/A,3544.399,18.6129787058,12646805.877179907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020790,20790 (2000 SE45),1901-01-07,N/A,N/A,N/A,N/A,2020.890,10.2087928968,71535914.532322211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2020826,20826 (2000 UV13),1915-11-05,N/A,N/A,N/A,N/A,7303.695,8.7345341984,186440801.738771134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2021088,21088 Chelyabinsk (1992 BL2),2142-08-29,N/A,N/A,N/A,N/A,5774.875,18.465077782,14756412.719917703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2021277,21277 (1996 TO5),1945-06-07,N/A,N/A,N/A,N/A,2497.713,15.5095114603,5000363.677248716,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2021374,21374 (1997 WS22),1900-08-06,N/A,N/A,N/A,N/A,1391.690,9.2933761828,13420538.836478005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2022099,22099 (2000 EX106),1900-01-23,N/A,N/A,N/A,N/A,1036.436,9.6119017035,60874853.143933431,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2022753,22753 (1998 WT),1900-05-14,N/A,N/A,N/A,N/A,1251.822,17.7479375832,11361538.634394224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2022771,22771 (1999 CU3),1908-09-22,N/A,N/A,N/A,N/A,1743.984,17.5932838946,13303042.141176002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2023183,23183 (2000 OY21),1900-01-21,N/A,N/A,N/A,N/A,2639.627,27.1821458066,68418842.958359169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2023187,23187 (2000 PN9),1996-02-27,N/A,N/A,N/A,N/A,2639.627,29.2562818808,21810885.407131828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2023548,23548 (1994 EF2),1935-03-01,N/A,N/A,N/A,N/A,1505.021,21.6800900483,73587789.028823004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2023606,23606 (1996 AS1),1904-06-30,N/A,N/A,N/A,N/A,902.698,12.6605808439,54342076.983355139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2023714,23714 (1998 EC3),1911-05-08,N/A,N/A,N/A,N/A,1834.605,10.01595801,27986565.498024894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2024443,24443 (2000 OG),1920-02-12,N/A,N/A,N/A,N/A,2236.365,24.0371282463,10419707.978979807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2024445,24445 (2000 PM8),2059-10-13,N/A,N/A,N/A,N/A,4915.216,18.2965974581,27118250.21292609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2024475,24475 (2000 VN2),1900-12-22,N/A,N/A,N/A,N/A,2257.057,8.5980519831,26833229.843494745,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2024761,24761 Ahau (1993 BW2),1901-08-04,N/A,N/A,N/A,N/A,1443.918,11.4062798444,50411396.58433338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2025143,25143 Itokawa (1998 SF36),1902-04-14,N/A,N/A,N/A,N/A,604.704,5.2717680813,5987213.148797547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2025330,25330 (1999 KV4),1915-04-04,N/A,N/A,N/A,N/A,1929.935,9.2819040268,29020105.078151992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2025916,25916 (2001 CP44),1918-06-10,N/A,N/A,N/A,N/A,7577.791,4.2263209587,276193888.581485465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026166,26166 (1995 QN3),N/A,N/A,N/A,N/A,N/A,1886.004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026310,26310 (1998 TX6),1904-08-25,N/A,N/A,N/A,N/A,599.160,12.045313302,54513092.451287725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026379,26379 (1999 HZ1),1915-08-10,N/A,N/A,N/A,N/A,985.241,14.0315372286,16642486.027124121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026663,26663 (2000 XK47),1900-12-22,N/A,N/A,N/A,N/A,998.947,24.5420310712,59407252.591400525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026760,26760 (2001 KP41),1907-12-01,N/A,N/A,N/A,N/A,3431.963,6.3154735174,251936308.917203967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2026817,26817 (1987 QB),1919-09-03,N/A,N/A,N/A,N/A,543.930,8.0198943313,279960546.150852261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2027002,27002 (1998 DV9),1904-02-04,N/A,N/A,N/A,N/A,936.575,7.5877219159,2265439.652763656,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2027031,27031 (1998 RO4),1983-01-26,N/A,N/A,N/A,N/A,1136.430,7.4645637602,10855105.757951935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2027346,27346 (2000 DN8),1914-08-25,N/A,N/A,N/A,N/A,2867.759,20.0885662711,67907833.538998479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2029075,29075 (1950 DA),1919-03-02,N/A,N/A,N/A,N/A,1505.021,15.699688434,12513833.581422144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2030825,30825 (1990 TG1),1917-04-30,N/A,N/A,N/A,N/A,4892.633,7.5535755872,231791141.697932347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2030997,30997 (1995 UO5),N/A,N/A,N/A,N/A,N/A,1511.968,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2031210,31210 (1998 BX7),1911-10-08,N/A,N/A,N/A,N/A,2257.057,2.0975424615,240426215.962671502,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2031221,31221 (1998 BP26),N/A,N/A,N/A,N/A,N/A,1540.078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2031345,31345 (1998 PG),N/A,N/A,N/A,N/A,N/A,1286.894,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
neo,2031346,31346 (1998 PB1),1998-07-19,N/A,N/A,N/A,N/A,1590.533,6.1126814217,26580545.188301983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
