jd,epoch,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,distance_km
2460831.5,2025-06-05T00:00:00,4.108984250940613e+16,-5006784028920142.0,1808101410263874.2,9226.558752681723,39785.99282254233,4009.420509137932,4.143322669633451e+16
2460832.5,2025-06-06T00:00:00,4.11577643079036e+16,-4709672254424958.0,1837989568991157.0,8970.976160773811,39815.39360266213,3998.140418535121,4.146710480880916e+16
2460833.5,2025-06-07T00:00:00,4.1223779033923784e+16,-4412348145078499.0,1867792937997073.0,8715.621875903378,39842.88249065497,3986.7040523156998,4.150129425030482e+16
2460834.5,2025-06-08T00:00:00,4.128788845637301e+16,-4114825944669086.5,1897510356702256.8,8460.513177338808,39868.4671283537,3975.113022256262,4.153579265277856e+16
2460835.5,2025-06-09T00:00:00,4.135009447249087e+16,-3817119839265318.5,1927140676583034.0,8205.667168348895,39892.15533747124,3963.368946449223,4.157059763749583e+16
2460836.5,2025-06-10T00:00:00,4.141039910652971e+16,-3519243955887494.5,1956682761216947.2,7951.1007744196495,39913.95511578358,3951.4734488683603,4.160570681542582e+16
2460837.5,2025-06-11T00:00:00,4.146880450842105e+16,-3221212361207573.5,1986135486325052.0,7696.830741542827,39933.874633306834,3939.4281589401153,4.164111778763483e+16
2460838.5,2025-06-12T00:00:00,4.15253129524295e+16,-2923039060277699.5,2015497739811037.5,7442.873634603256,39951.922228467054,3927.234711117848,4.167682814567709e+16
2460839.5,2025-06-13T00:00:00,4.157992683579521e+16,-2624737995287332.5,2044768421797170.5,7189.245835851832,39968.10640426745,3914.89474446066,4.171283547198352e+16
2460840.5,2025-06-14T00:00:00,4.163264867736488e+16,-2326323044348998.5,2073946444657124.0,6935.963543460897,39982.43582445561,3902.4099022171404,4.174913734024772e+16
2460841.5,2025-06-15T00:00:00,4.168348111621267e+16,-2027808020312637.8,2103030733045711.0,6683.042770163566,39994.91930969049,3889.7818314139035,4.178573131580967e+16
2460842.5,2025-06-16T00:00:00,4.173242691025098e+16,-1729206669608571.0,2132020223925568.0,6430.499341977833,40005.56583371177,3877.0121824488465,4.182261495603648e+16
2460843.5,2025-06-17T00:00:00,4.177948893483214e+16,-1430532671119048.8,2160913866590818.5,6178.348897015901,40014.384519513434,3864.102608689182,4.185978581070052e+16
2460844.5,2025-06-18T00:00:00,4.182467018134158e+16,-1131799635078327.5,2189710622687752.2,5926.606884376284,40021.384635523595,3851.054766074577,4.189724142235475e+16
2460845.5,2025-06-19T00:00:00,4.1867973755782904e+16,-833021102001250.6,2218409466232560.2,5675.288563115875,40026.57559179263,3837.870312725505,4.193497932670499e+16
2460846.5,2025-06-20T00:00:00,4.190940287735565e+16,-534210541640239.75,2247009383626178.2,5424.409001300207,40029.96693619011,3824.5509085571803,4.1972997052979304e+16
2460847.5,2025-06-21T00:00:00,4.194896087702623e+16,-235381351970645.6,2275509373666256.0,5173.983075133615,40031.56835061256,3811.098214898649,4.2011292124294104e+16
2460848.5,2025-06-22T00:00:00,4.198665119609283e+16,63453141795647.17,2303908447556298.5,4924.025468177508,40031.389647204785,3797.513894116613,4.204986205801737e+16
2460849.5,2025-06-23T00:00:00,4.202247738474447e+16,362279688168460.1,2332205628912039.5,4674.5506706302485,40029.440764595776,3783.7996092461394,4.208870436612832e+16
2460850.5,2025-06-24T00:00:00,4.205644310061528e+16,661085110309512.4,2360399953765057.5,4425.57297869562,40025.73176414904,3769.9570236257914,4.212781655557403e+16
2460851.5,2025-06-25T00:00:00,4.208855210733399e+16,959856306934694.4,2388490470563704.5,4177.106494021072,40020.27282623165,3755.987800538975,4.216719612862236e+16
2460852.5,2025-06-26T00:00:00,4.211880827307002e+16,1258580253188552.5,2416476240171368.0,3929.1651232112436,40013.07424650137,3741.8936028608077,4.2206840583211864e+16
2460853.5,2025-06-27T00:00:00,4.214721556907562e+16,1557244001491135.5,2444356335862128.5,3681.762577414258,40004.14643221443,3727.6760927108226,4.2246747413297736e+16
2460854.5,2025-06-28T00:00:00,4.217377806822563e+16,1855834682357359.8,2472129843313837.5,3434.9123719795994,39993.49989855449,3713.336931111409,4.22869141091945e+16
2460855.5,2025-06-29T00:00:00,4.219849994355476e+16,2154339505189047.0,2499795860598670.5,3188.6278261861876,39981.14526498471,3698.8777776521542,4.2327338157914856e+16
2460856.5,2025-06-30T00:00:00,4.22213854667931e+16,2452745759039827.0,2527353498171195.5,2942.922063040413,39967.09325162355,3684.3002901598984,4.236801704350504e+16
2460857.5,2025-07-01T00:00:00,4.224243900690044e+16,2751040813353084.5,2554801878854003.0,2697.808009140402,39951.35467564692,3669.606124374952,4.2408948247376216e+16
2460858.5,2025-07-02T00:00:00,4.226166502859981e+16,3049212118673132.0,2582140137820946.5,2453.298394608264,39933.94044771619,3654.7969336330216,4.245012924863227e+16
2460859.5,2025-07-03T00:00:00,4.2279068090910664e+16,3347247207329831.5,2609367422578008.0,2209.405753087233,39914.86156843382,3639.874368553052,4.249155752439358e+16
2460860.5,2025-07-04T00:00:00,4.229465284568245e+16,3645133694096867.5,2636482892941883.5,1966.142421802151,39894.12912482833,3624.840076731128,4.253323055011705e+16
2460861.5,2025-07-05T00:00:00,4.230842403612879e+16,3942859276823880.5,2663485721016289.0,1723.5205416836461,39871.754286869735,3609.695702440232,4.257514579991211e+16
2460862.5,2025-07-06T00:00:00,4.232038649536269e+16,4240411737042713.0,2690375091166051.0,1481.5520575513747,39847.74830401482,3594.442886336089,4.261730074685272e+16
2460863.5,2025-07-07T00:00:00,4.2330545144933544e+16,4537778940547984.0,2717150199989028.0,1240.248718359742,39822.12250178565,3579.0832651687433,4.2659692863285336e+16
2460864.5,2025-07-08T00:00:00,4.233890499336609e+16,4834948837952243.0,2743810256285892.5,999.6220775004437,39794.8882783803,3563.6184715002473,4.2702319621132936e+16
2460865.5,2025-07-09T00:00:00,4.234547113470184e+16,5131909465215944.0,2770354481027832.0,759.6834931627815,39766.05710131882,3548.050133428277,4.2745178492194776e+16
2460866.5,2025-07-10T00:00:00,4.235024874704337e+16,5428648944152533.0,2796782107322215.5,520.444128749069,39735.6405041226,3532.3798743157035,4.278826694844201e+16
2460867.5,2025-07-11T00:00:00,4.2353243091102104e+16,5725155482908847.0,2823092380376254.0,281.91495334542077,39703.65008303083,3516.609312526029,4.283158246230938e+16
2460868.5,2025-07-12T00:00:00,4.235445950874955e+16,6021417376421171.0,2849284557458706.5,44.10674224532878,39670.097493753354,3500.740061164886,4.287512250698235e+16
2460869.5,2025-07-13T00:00:00,4.2353903421572776e+16,6317423006847173.0,2875357907859693.5,-192.96992247520416,39634.994448260884,3484.7737278274076,4.2918884556680264e+16
2460870.5,2025-07-14T00:00:00,4.235158032943435e+16,6613160843974031.0,2901311712848630.0,-429.3046513318431,39598.35271161353,3468.7119143515665,4.2962866086935064e+16
2460871.5,2025-07-15T00:00:00,4.234749580903726e+16,6908619445603029.0,2927145265630350.5,-664.8872467568365,39560.184098828446,3452.5562165774536,4.300706457486602e+16
2460872.5,2025-07-16T00:00:00,4.234165551249479e+16,7203787457910908.0,2952857871299447.0,-899.7077023760269,39520.50047178742,3436.308224112517,4.305147749944978e+16
2460873.5,2025-07-17T00:00:00,4.233406516590608e+16,7498653615788299.0,2978448846792895.5,-1133.7562022391999,39479.31373618436,3419.9695201027766,4.309610234178631e+16
2460874.5,2025-07-18T00:00:00,4.2324730567937864e+16,7793206743155510.0,3003917520840981.5,-1367.0231200050846,39436.63583851421,3403.5416810099496,4.31409365853607e+16
2460875.5,2025-07-19T00:00:00,4.231365758841197e+16,8087435753255997.0,3029263233916588.0,-1599.499018081973,39392.47876310298,3387.0262763945752,4.3185977716300184e+16
2460876.5,2025-07-20T00:00:00,4.230085216689975e+16,8381329648927813.0,3054485338182889.0,-1831.1746467255145,39346.85452918016,3370.4248687050967,4.323122322362714e+16
2460877.5,2025-07-21T00:00:00,4.2286320311323416e+16,8674877522853368.0,3079583197439484.0,-2062.0409430946756,39299.775187993415,3353.739013072894,4.3276670599507784e+16
2460878.5,2025-07-22T00:00:00,4.2270068096564264e+16,8968068557787806.0,3104556187067041.0,-2292.089030267126,39251.25281996611,3336.970257113321,4.3322317339496264e+16
2460879.5,2025-07-23T00:00:00,4.225210166307876e+16,9260892026766322.0,3129403693970457.0,-2521.310216215271,39201.29953189824,3320.1201407326625,4.336816094277463e+16
2460880.5,2025-07-24T00:00:00,4.223242721552212e+16,9553337293290764.0,3154125116520606.5,-2749.695992744061,39149.9274542108,3303.19019594103,4.341419891238832e+16
2460881.5,2025-07-25T00:00:00,4.221105102138021e+16,9845393811495792.0,3178719864494727.0,-2977.2380343917976,39097.14873823399,3286.1819466712686,4.34604287554775e+16
2460882.5,2025-07-26T00:00:00,4.218797940960958e+16,1.0137051126295002e+16,3203187359015451.0,-3203.9281972951476,39042.9755535394,3269.09690860369,4.35068479835039e+16
2460883.5,2025-07-27T00:00:00,4.21632187692862e+16,1.0428298873507262e+16,3227527032488579.0,-3429.7585180193682,38987.420085316524,3251.93658899674,4.355345411247339e+16
2460884.5,2025-07-28T00:00:00,4.2136775548263096e+16,1.0719126779963648e+16,3251738328539589.0,-3654.7212123553586,38930.494531793425,3234.7024865235244,4.360024466315447e+16
2460885.5,2025-07-29T00:00:00,4.21086562518369e+16,1.1009524663595288e+16,3275820701948955.5,-3878.8086740840613,38872.21110170212,3217.396091114141,4.364721716129211e+16
2460886.5,2025-07-30T00:00:00,4.207886744142402e+16,1.129948243350246e+16,3299773618586316.0,-4102.013473709996,38812.582011787985,3200.018883803783,4.3694369137817784e+16
2460887.5,2025-07-31T00:00:00,4.204741573324613e+16,1.1588990090005236e+16,3323596555343520.0,-4324.328357164741,38751.619484364404,3182.572336586586,4.37416981290549e+16
2460888.5,2025-08-01T00:00:00,4.2014307797025576e+16,1.1878037724676076e+16,3347289000066607.5,-4545.746244481872,38689.3357449112,3165.0579122751033,4.3789201676920296e+16
2460889.5,2025-08-02T00:00:00,4.197955035469072e+16,1.2166615520354632e+16,3370850451486768.5,-4766.260228444038,38625.74301971821,3147.4770643654033,4.3836877329121384e+16
2460890.5,2025-08-03T00:00:00,4.194315017909156e+16,1.245471375114513e+16,3394280419150302.0,-4985.863573203735,38560.85353357279,3129.8312369076903,4.388472263934933e+16
2460891.5,2025-08-04T00:00:00,4.190511409272561e+16,1.2742322782396674e+16,3417578423347644.0,-5204.549712878982,38494.67950749217,3112.121864382367,4.393273516746786e+16
2460892.5,2025-08-05T00:00:00,4.1865448966474504e+16,1.302943307066678e+16,3440743995041472.0,-5422.312250124707,38427.23315649973,3094.3503715815145,4.398091247969828e+16
2460893.5,2025-08-06T00:00:00,4.182416171835123e+16,1.3316035163668446e+16,3463776675793972.0,-5639.1449546813465,38358.52668744556,3076.518173495562,4.4029252148800184e+16
2460894.5,2025-08-07T00:00:00,4.178125931225838e+16,1.3602119700201156e+16,3486676017693253.5,-5855.041761901668,38288.57229687105,3058.6266752052907,4.407775175424826e+16
2460895.5,2025-08-08T00:00:00,4.173674875675734e+16,1.3887677410066112e+16,3509441583278982.0,-6069.996771256667,38217.38216891705,3040.6772717787553,4.412640888240503e+16
2460896.5,2025-08-09T00:00:00,4.169063710384887e+16,1.4172699113965936e+16,3532072945467282.0,-6284.0042448227705,38144.96847327585,3022.671348173398,4.417522112668971e+16
2460897.5,2025-08-10T00:00:00,4.1642931447764936e+16,1.4457175723389358e+16,3554569687474894.0,-6497.058605749618,38071.34336318616,3004.610279142827,4.422418608774302e+16
2460898.5,2025-08-11T00:00:00,4.159363892377211e+16,1.4741098240481052e+16,3576931402742676.0,-6709.154436710741,37996.51897347355,2986.4954291486406,4.427330137358824e+16
2460899.5,2025-08-12T00:00:00,4.154276670698645e+16,1.502445775789689e+16,3599157694858468.0,-6920.286478343467,37920.50741862465,2968.3281522765215,4.432256459978809e+16
2460900.5,2025-08-13T00:00:00,4.149032201120034e+16,1.5307245458645236e+16,3621248177479320.0,-7130.449627658528,37843.32079092231,2950.1097921570754,4.437197338959817e+16
2460901.5,2025-08-14T00:00:00,4.143631208772099e+16,1.5589452615914186e+16,3643202474253184.5,-7339.63893645894,37764.97115860229,2931.8416818913356,4.4421525374116216e+16
2460902.5,2025-08-15T00:00:00,4.138074422422103e+16,1.587107059288545e+16,3665020218740029.0,-7547.849609730718,37685.47056406235,2913.525143980047,4.447121819242788e+16
2460903.5,2025-08-16T00:00:00,4.132362574360088e+16,1.6152090842534812e+16,3686701054332467.0,-7755.077004023286,37604.83102211536,2895.1614902573674,4.452104949174835e+16
2460904.5,2025-08-17T00:00:00,4.1264964002863496e+16,1.6432504907419912e+16,3708244634175897.5,-7961.316625821935,37523.0645182823,2876.75202182869,4.45710169275606e+16
2460905.5,2025-08-18T00:00:00,4.120476639200118e+16,1.671230441945528e+16,3729650621088186.0,-8166.564129916147,37440.18300712311,2858.298029012747,4.462111816374975e+16
2460906.5,2025-08-19T00:00:00,4.114304033289466e+16,1.6991481099675106e+16,3750918687478947.0,-8370.815317757346,37356.19841060923,2839.8007912874473,4.467135087273377e+16
2460907.5,2025-08-20T00:00:00,4.107979327822435e+16,1.7270026757984086e+16,3772048515268430.5,-8574.066135802273,37271.12261654579,2821.2615772398008,4.472171273559043e+16
2460908.5,2025-08-21T00:00:00,4.101503271039417e+16,1.7547933292896536e+16,3793039795806036.5,-8776.312673857228,37184.967477022044,2802.6816445194763,4.4772201442180824e+16
2460909.5,2025-08-22T00:00:00,4.094876614046753e+16,1.7825192691264202e+16,3813892229788520.0,-8977.55116341429,37097.74480693103,2784.062239798587,4.4822814691269e+16
2460910.5,2025-08-23T00:00:00,4.088100110711604e+16,1.8101797027993084e+16,3834605527177902.5,-9177.777975976138,37009.46638248615,2765.4045987313143,4.487355019063842e+16
2460911.5,2025-08-24T00:00:00,4.081174517558049e+16,1.83777384657494e+16,3855179407119075.0,-9376.989621392622,36920.14393981198,2746.709945922078,4.492440565720461e+16
2460912.5,2025-08-25T00:00:00,4.0741005936644296e+16,1.865300925465514e+16,3875613597857222.5,-9575.182746166383,36829.78917357713,2727.979494895369,4.497537881712428e+16
2460913.5,2025-08-26T00:00:00,4.066879100561991e+16,1.892760173197361e+16,3895907836655002.5,-9772.354131776417,36738.41373564553,2709.2144480698475,4.502646740590151e+16
2460914.5,2025-08-27T00:00:00,4.05951080213472e+16,1.9201508321785016e+16,3916061869709567.5,-9968.500692989086,36646.02923377928,2690.415996736475,4.507766916848985e+16
2460915.5,2025-08-28T00:00:00,4.051996464520513e+16,1.9474721534652444e+16,3936075452069393.5,-10163.619476147296,36552.647230376875,2671.585321038382,4.5128981859391784e+16
2460916.5,2025-08-29T00:00:00,4.044336856013556e+16,1.9747233967278772e+16,3955948347551049.0,-10357.707657511955,36458.279241265496,2652.723589960468,4.5180403242754504e+16
2460917.5,2025-08-30T00:00:00,4.036532746968e+16,2.001903830215445e+16,3975680328655821.5,-10550.762541531009,36362.936734490635,2633.831961312589,4.5231931092462664e+16
2460918.5,2025-08-31T00:00:00,4.0285849097028936e+16,2.0290127307196564e+16,3995271176486274.0,-10742.781559150557,36266.631129178684,2614.911581722789,4.528356319222785e+16
2460919.5,2025-09-01T00:00:00,4.020494118408377e+16,2.0560493835379444e+16,4014720680662747.5,-10933.762266129888,36169.373794429266,2595.9635866332683,4.5335297335674904e+16
2460920.5,2025-09-02T00:00:00,4.0122611490531496e+16,2.083013082435721e+16,4034028639239850.5,-11123.702341346472,36071.17604823359,2576.989100297534,4.538713132642526e+16
2460921.5,2025-09-03T00:00:00,4.0038867792931976e+16,2.10990312960783e+16,4053194858622952.0,-11312.599585096512,35972.04915642718,2557.98923577962,4.5439062978177096e+16
2460922.5,2025-09-04T00:00:00,3.995371788381781e+16,2.1367188356392336e+16,4072219153484619.5,-11500.451917401711,35872.00433168116,2538.965094956742,4.5491090114782456e+16
2460923.5,2025-09-05T00:00:00,3.9867169570806936e+16,2.1634595194649628e+16,4091101346681161.5,-11687.257376327654,35771.05273253272,2519.91776852577,4.554321057032154e+16
2460924.5,2025-09-06T00:00:00,3.9779230675727656e+16,2.190124508329357e+16,4109841269169203.0,-11873.01411631039,35669.205462448066,2500.848336012646,4.559542218917387e+16
2460925.5,2025-09-07T00:00:00,3.968990903375621e+16,2.216713137744604e+16,4128438759922321.0,-12057.720406481376,35566.47356891464,2481.75786578348,4.564772282608656e+16
2460926.5,2025-09-08T00:00:00,3.959921249256678e+16,2.243224751448635e+16,4146893665847773.0,-12241.37462898588,35462.868042564216,2462.6474150570252,4.57001103462397e+16
2460927.5,2025-09-09T00:00:00,3.950714891149423e+16,2.2696587013623572e+16,4165205841703373.0,-12423.97527730627,35358.399816333666,2443.5180299200274,4.575258262530899e+16
2460928.5,2025-09-10T00:00:00,3.941372616070899e+16,2.296014347546289e+16,4183375150014439.5,-12605.520954639545,35253.07976467088,2424.370745350559,4.580513754952555e+16
2460929.5,2025-09-11T00:00:00,3.931895212040429e+16,2.3222910581566028e+16,4201401460990954.5,-12786.010372209072,35146.91870274039,2405.20658523456,4.5857773015732824e+16
2460930.5,2025-09-12T00:00:00,3.922283467999587e+16,2.348488209400592e+16,4219284652444842.5,-12965.442347634722,35039.92738569352,2386.026562392247,4.591048693144087e+16
2460931.5,2025-09-13T00:00:00,3.912538173733394e+16,2.3746051854916056e+16,4237024609707468.5,-13143.81580328935,34932.11650795052,2366.8316786033683,4.5963277214878104e+16
2460932.5,2025-09-14T00:00:00,3.902660119792723e+16,2.400641378603451e+16,4254621225547323.0,-13321.129764668149,34823.49670251959,2347.6229246358234,4.601614179504015e+16
2460933.5,2025-09-15T00:00:00,3.892650097417923e+16,2.4265961888243092e+16,4272074400087932.5,-13497.383358763978,34714.078540344184,2328.401280276105,4.60690786117362e+16
2460934.5,2025-09-16T00:00:00,3.8825088984636616e+16,2.4524690241101664e+16,4289384040726005.5,-13672.575812452093,34603.87252968048,2309.167714362155,4.612208561563293e+16
2460935.5,2025-09-17T00:00:00,3.8722373153249544e+16,2.4782593002378004e+16,4306550062049824.0,-13846.706450883406,34492.88911550403,2289.923184818252,4.6175160768295736e+16
2460936.5,2025-09-18T00:00:00,3.8618361408644136e+16,2.503966440757322e+16,4323572385757927.0,-14019.774695886486,34381.13867894425,2270.6686386919023,4.622830204222769e+16
2460937.5,2025-09-19T00:00:00,3.851306168340658e+16,2.529589876944316e+16,4340450940578028.0,-14191.780064378825,34268.631536747096,2251.4050121927107,4.6281507420905816e+16
2460938.5,2025-09-20T00:00:00,3.840648191337925e+16,2.5551290477515876e+16,4357185662186304.0,-14362.72216678775,34155.37794076515,2232.133230733118,4.633477489881528e+16
2460939.5,2025-09-21T00:00:00,3.829863003696857e+16,2.580583399760534e+16,4373776493126915.0,-14532.60070548152,34041.388077474716,2212.854208971089,4.638810248148101e+16
2460940.5,2025-09-22T00:00:00,3.818951399446441e+16,2.6059523871321748e+16,4390223382731911.5,-14701.415473210714,33926.67206751953,2193.568850854522,4.64414881854971e+16
2460941.5,2025-09-23T00:00:00,3.807914172737124e+16,2.6312354715578416e+16,4406526287041443.0,-14869.166351560043,33811.23996528008,2174.2780496673945,4.649493003855403e+16
2460942.5,2025-09-24T00:00:00,3.796752117775068e+16,2.6564321222095612e+16,4422685168724339.5,-15035.85330941084,33695.101758468365,2154.982688077529,4.654842607946353e+16
2460943.5,2025-09-25T00:00:00,3.785466028757565e+16,2.681541815690145e+16,4438699996999023.0,-15201.476401414562,33578.26736774762,2135.683638186002,4.660197435818139e+16
2460944.5,2025-09-26T00:00:00,3.774056699809556e+16,2.7065640359830028e+16,4454570747554855.0,-15366.035766478659,33460.74664637702,2116.3817615781827,4.6655572935828056e+16
2460945.5,2025-09-27T00:00:00,3.7625249249213176e+16,2.731498274401701e+16,4470297402473798.5,-15529.531626262498,33342.5493798793,2097.0779093760907,4.670921988470721e+16
2460946.5,2025-09-28T00:00:00,3.750871497887231e+16,2.7563440295392772e+16,4485879950152519.5,-15691.96428368636,33223.685285732805,2077.772922292338,4.6762913288322216e+16
2460947.5,2025-09-29T00:00:00,3.73909721224568e+16,2.781100807217346e+16,4501318385224890.5,-15853.3341214518,33104.16401308591,2058.4676306853894,4.681665124139062e+16
2460948.5,2025-09-30T00:00:00,3.727202861220041e+16,2.8057681204349816e+16,4516612708484912.0,-16013.641600574496,32983.99514249418,2039.1628546161705,4.6870431849856664e+16
2460949.5,2025-10-01T00:00:00,3.7151892376607656e+16,2.8303454893174292e+16,4531762926810040.0,-16172.887258929444,32863.18818567968,2019.8594039058964,4.6924253230901816e+16
2460950.5,2025-10-02T00:00:00,3.703057133988548e+16,2.8548324410646376e+16,4546769053084992.0,-16331.071709808964,32741.752585311373,2000.5580781952387,4.697811351295353e+16
2460951.5,2025-10-03T00:00:00,3.6908073421385576e+16,2.879228509899628e+16,4561631106125945.0,-16488.195640493137,32619.697714807065,1981.259667004522,4.7032010835691976e+16
2460952.5,2025-10-04T00:00:00,3.678440653505733e+16,2.9035332370167436e+16,4576349110605234.0,-16644.259810833424,32497.032878155762,1961.964949795166,4.70859433500551e+16
2460953.5,2025-10-05T00:00:00,3.6659578588911416e+16,2.9277461705297476e+16,4590923096976498.0,-16799.265051849434,32373.76730976004,1942.6746960321152,4.713990921824187e+16
2460954.5,2025-10-06T00:00:00,3.653359748449364e+16,2.9518668654198388e+16,4605353101400277.0,-16953.212264338785,32249.910174298326,1923.3896652473054,4.719390661371372e+16
2460955.5,2025-10-07T00:00:00,3.640647111636925e+16,2.9758948834835444e+16,4619639165670124.0,-17106.102417500253,32125.47056660623,1904.1106071041424,4.724793372119436e+16
2460956.5,2025-10-08T00:00:00,3.627820737161739e+16,2.999829793280552e+16,4633781337139154.0,-17257.936547570607,32000.45751157673,1884.8382614628433,4.730198873666791e+16
2460957.5,2025-10-09T00:00:00,3.614881412933572e+16,3.02367117008146e+16,4647779668647138.0,-17408.715756474932,31874.879964078576,1865.5733584467107,4.735606986737529e+16
2460958.5,2025-10-10T00:00:00,3.601829926015506e+16,3.0474185958154892e+16,4661634218448045.0,-17558.441210490662,31748.746808892643,1846.3166185091857,4.741017533180928e+16
2460959.5,2025-10-11T00:00:00,3.5886670625763964e+16,3.0710716590181384e+16,4675345050138117.0,-17707.11413892535,31622.066860665735,1827.068752501751,4.7464303359707736e+16
2460960.5,2025-10-12T00:00:00,3.5753936078443004e+16,3.094629954778812e+16,4688912232584458.0,-17854.735832808426,31494.848863881263,1807.8304617424646,4.751845219204535e+16
2460961.5,2025-10-13T00:00:00,3.5620103460609012e+16,3.11809308468845e+16,4702335839854114.0,-18001.307643596858,31367.101492846643,1788.6024380853064,4.757262008102413e+16
2460962.5,2025-10-14T00:00:00,3.5485180604368588e+16,3.1414606567871324e+16,4715615951143664.0,-18146.830981894866,31238.83335169675,1769.3853639901079,4.762680529006204e+16
2460963.5,2025-10-15T00:00:00,3.5349175331081496e+16,3.164732285511708e+16,4728752650709413.0,-18291.30731618767,31110.05297441309,1750.1799125931075,4.768100609378065e+16
2460964.5,2025-10-16T00:00:00,3.521209545093313e+16,3.187907591643429e+16,4741746027797997.0,-18434.738171589528,30980.768824858416,1730.9867477780726,4.773522077799101e+16
2460965.5,2025-10-17T00:00:00,3.507394876251644e+16,3.2109862022556336e+16,4754596176577614.0,-18577.125128605756,30850.989296826087,1711.8065242479718,4.778944763967837e+16
2460966.5,2025-10-18T00:00:00,3.4934743052423084e+16,3.2339677506614616e+16,4767303196069748.0,-18718.469821909195,30720.722714104097,1692.6398875970801,4.784368498698564e+16
2460967.5,2025-10-19T00:00:00,3.4794486094843492e+16,3.25685187636162e+16,4779867190081451.0,-18858.773939130853,30589.977330553083,1673.487474383621,4.78979311391953e+16
2460968.5,2025-10-20T00:00:00,3.4653185651176076e+16,3.2796382249922156e+16,4792288267138158.0,-18998.03921966487,30458.76133019821,1654.3499122027183,4.7952184426710264e+16
2460969.5,2025-10-21T00:00:00,3.4510849469645212e+16,3.3023264482726692e+16,4804566540417039.0,-19136.26745348778,30327.082827334212,1635.2278197598005,4.800644319103348e+16
2460970.5,2025-10-22T00:00:00,3.436748528492797e+16,3.324916203953691e+16,4816702127680929.0,-19273.460479992234,30194.94986664361,1616.1218069443,4.806070578474611e+16
2460971.5,2025-10-23T00:00:00,3.422310081778965e+16,3.347407155765379e+16,4828695151212794.0,-19409.620186834964,30062.370423327287,1597.032474903664,4.811497057148499e+16
2460972.5,2025-10-24T00:00:00,3.4077703774727584e+16,3.369798973365395e+16,4840545737750743.0,-19544.748508799134,29929.352403247587,1577.9604161176496,4.816923592591838e+16
2460973.5,2025-10-25T00:00:00,3.3931301847623664e+16,3.3920913322872636e+16,4852254018423589.0,-19678.847426671244,29795.903643083082,1558.9062144728343,4.8223500233721064e+16
2460974.5,2025-10-26T00:00:00,3.3783902713405052e+16,3.4142839138887864e+16,4863820128687006.0,-19811.918966132103,29662.03191049494,1539.8704453373598,4.827776189154807e+16
2460975.5,2025-10-27T00:00:00,3.363551403371309e+16,3.4363764053005856e+16,4875244208260206.0,-19943.96519666241,29527.74490430458,1520.8536756358126,4.8332019307007464e+16
2460976.5,2025-10-28T00:00:00,3.3486143454580436e+16,3.458368499374791e+16,4886526401063179.0,-20074.98823046242,29393.050254682243,1501.8564639243139,4.8386270898632104e+16
2460977.5,2025-10-29T00:00:00,3.333579860611613e+16,3.4802598946338572e+16,4897666855154528.0,-20204.990221386237,29257.955523345874,1482.8793604656887,4.844051509585029e+16
2460978.5,2025-10-30T00:00:00,3.3184487102198556e+16,3.5020502952195496e+16,4908665722669809.0,-20333.973363890105,29122.46820377027,1463.922907304741,4.8494750338955544e+16
2460979.5,2025-10-31T00:00:00,3.303221654017626e+16,3.5237394108420772e+16,4919523159760492.0,-20461.93989199467,28986.595721407346,1444.9876383436538,4.854897507907536e+16
2460980.5,2025-11-01T00:00:00,3.2878994500576452e+16,3.545326956729399e+16,4930239326533443.0,-20588.892078262743,28850.345433913226,1426.0740794173832,4.860318777813908e+16
2460981.5,2025-11-02T00:00:00,3.272482854682102e+16,3.5668126535767084e+16,4940814386990993.0,-20714.83223278905,28713.724631388126,1407.1827483691184,4.86573869088448e+16
2460982.5,2025-11-03T00:00:00,3.2569726224950096e+16,3.588196227496085e+16,4951248508971562.0,-20839.762702205502,28576.740536623325,1388.3141551257902,4.871157095462544e+16
2460983.5,2025-11-04T00:00:00,3.2413695063352976e+16,3.6094774099663576e+16,4961541864090819.0,-20963.68586870047,28439.400305356936,1369.468801773521,4.876573840961402e+16
2460984.5,2025-11-05T00:00:00,3.2256742572506336e+16,3.630655937783132e+16,4971694627683493.0,-21086.604149051702,28301.711026538378,1350.6471826331222,4.881988777860792e+16
2460985.5,2025-11-06T00:00:00,3.209887624471956e+16,3.651731553009047e+16,4981706978745598.0,-21208.519993672307,28163.679722601733,1331.849784335487,4.88740175770326e+16
2460986.5,2025-11-07T00:00:00,3.1940103553887156e+16,3.672704002924217e+16,4991579099877415.0,-21329.435885671344,28025.313349746764,1313.0770858970038,4.892812633090424e+16
2460987.5,2025-11-08T00:00:00,3.1780431955248196e+16,3.693573039976904e+16,5001311177226837.0,-21449.354339927646,27886.618798227657,1294.3295587948924,4.898221257679197e+16
2460988.5,2025-11-09T00:00:00,3.1619868885152544e+16,3.714338421734389e+16,5010903400433418.0,-21568.277902177477,27747.602892648036,1275.607667042381,4.903627486177906e+16
2460989.5,2025-11-10T00:00:00,3.1458421760833852e+16,3.73499991083409e+16,5020355962572949.0,-21686.209148115177,27608.272392264764,1256.9118672638551,4.909031174342359e+16
2460990.5,2025-11-11T00:00:00,3.1296097980189284e+16,3.755557274934881e+16,5029669060102528.0,-21803.150682506694,27468.633991297716,1238.2426087698034,4.91443217897184e+16
